Бакалавриат;ИД;Добавляют ли баллы за серебряную медаль (две четверки в аттестате)?; Здравствуйте! Нет, не добавляют. 
Бакалавриат;Направление Минобрнауки России;Направление Минобрнауки России. Что это такое? Зачем оно мне? И где его взять? Поступаю по квоте.; Здравствуйте! По данному вопросу рекомендуем обратиться в международный департамент МФТИ. (телефон: +7 498-713-91-70, e-mail: interadmission@phystech.edu). 
Бакалавриат;Уточнение деталей для поступления;Здравствуйте, у меня возникли некоторые вопросы по поводу поступления в МФТИ. 1) Увидев рекламу в интернете об онлайн поступлении в МФТИ, я зарегистрировался на сайте. Так как я являюсь гражданином Республики Молдова, то я должен сдать вступительные испытания. Можно ли их сдать онлайн или все же необходимо приехать в Москву для их сдачи? И если можно сдать онлайн, где нужно зарегистрироваться на испытания? 2) О статусе соотечественника. Можно ли его подтвердить, если мои родители являются гражданами СССР, предоставив свидетельства рождения моих родителей и моё свидетельство о рождении или необходимы какие-либо другие дополнительные документы? 3) Какое количество баллов необходимо набрать для поступления на бюджетные места на вступительных испытаниях? 4) Можно ли на основе результатов пройденных испытаний поступить на контрактное место, если будет набрано недостаточное количество баллов необходимое для поступления на бюджетное место?;" Здравствуйте! 1)Подать документы в МФТИ можно лично или через доверенное лицо в Долгопрудном или в выездных комиссиях, либо почтовым оператором(курьером). Вступительные испытания сдавать дистанционно можно. Для этого нужно подать документы до 19 июля включительно и при подаче документов необходимо уведомить сотрудников приемной комиссии о вашем намерении сдавать вступительные испытания дистанционно. 2) По данному вопросу рекомендуем обратиться в международный департамент МФТИ. (телефон: +7 498-713-91-70, e-mail: interadmission@phystech.edu). 3) Минимальные баллы для участия в конкурсе в МФТИ следующие: русский язык – 50 баллов; математика, физика, химия, информатика – 65 баллов. 4) Для этого нужно подать документы и на бюджет, и на контракт. "
Бакалавриат;подача документов по почте;Добрый день! Возможна ли подача документов на направление САУ+РАНХИГС по почте, и если да, требуется ли еще что-то помимо отправки пакета документов в МФТИ? Также есть вопрос по анкете на сайте. На данный момент анкета заблокирована, но на некоторых этапах есть строка о замечаниях по результатам премодерации. Можно ли как-то посмотреть эти замечания и отредактировать анкету при необходимости?; Здравствуйте! По вопросу насчет САУ рекомендуется обратиться в физтех-школу ФАКТ (телефон: +74954085336). Если в Вашей анкете есть замечания модератора, их следует исправить либо прийти подавать документы лично и все замечания будут исправлены сотрудниками приемной комиссии. 
Бакалавриат;Бви больше бюджетных мест;Здравствуйте. Объясните, пожалуйста, что будет с поступающими бви, если они не войдут в количество бюджетных мест, выделенных на данное направление физтех-школой.; Здравствуйте! Среди них будет конкурс. В пункте 6.3 правил приема на бакалавриат/специалитет (ссылка: https://pk.mipt.ru/bachelor/2019_rules/) Вы можете ознакомиться с правилами ранжирования списка поступающих БВИ. 
Бакалавриат;Аннулирование заявления;Здравствуйте! Я заполнила электронное заявление в личном кабинете, но передумала подавать документы. Блокировку данных для того, чтоб распечатать заявление, не делала, никакие документы не посылала. Как аннулировать электронное заявление? Будет ли это рассматриваться как 1 из 5 попыток подачи заявлений в вузы?; Здравствуйте! Так как Вы еще не подали документы к нам в вуз, то это не будет рассматриваться как 1 из 5 попыток подачи заявлений в вузы. 
Бакалавриат;Изменение некоторых данных;Здравствуйте! На вашем сайте я заблокировал данные. Можно их разблокировать? Или как-то написать новое заявление? Дело в том что я перепутал контрактное обучение с платным, вот и хотелось бы внести правки; Здравствуйте! Ваша анкета была заблокирована. 
Бакалавриат;Документы;Скажите, пожалуйста, сколько дней вы обрабатываете документы, принятые по почте?; Здравствуйте! Срок полной обработки документов зависит от наличия всех необходимых документов и наличия ошибок в заявлении. 
Бакалавриат;Как сообщить дату прибытия на собеседование.;Здравствуйте. Забыли указать в заявление, что мы можем приехать на собеседование 16 или 17 июля. Как нам теперь быть?; Здравствуйте! По вопросам собеседований рекомендуется обратиться в соответствующие физтех-школы. (ссылка: https://pk.mipt.ru/schools/ ) 
Бакалавриат;На почте письмо с документами заставили сделать ценным;На почте заставили письмо с документами сделать ценным из-за описи вложения (1 руб), и сказали что по организациям ценные письма не носят. Мои документы не дойдут?; Здравствуйте! Письма с объявленной ценностью уже поступали в приемную комиссию. Следите за статусом Вашего заявления на сайте в личном кабинете. 
Бакалавриат;О личных достижениях;Здравствуйте, а итоговое сочинение может ли принести баллы в индивидуальных достижениях?; Здравствуйте! Итоговое сочинение не засчитывается. 
Бакалавриат;ИД;Засчитывается ли серебряная медаль без аттестата с отличием?; Здравствуйте! Нет, не засчитывается. 
Бакалавриат;Зачисление БВИ ;Абсолютно ли всех БВИшников зачислят вне конкурса?; Здравствуйте! Есть ограничение по общему числу бюджетных мест в рамках каждой конкурсной группы, часть из них уходит под особую квоту, часть под целевую квоту, остальные - в общий конкурс. Если некоторые места в рамках особой и целевой квот будут невостребованы, то они перейдут в общий конкурс. Поступающие БВИ зачисляются на места общего конкурса. 
Бакалавриат;Здравствуйте. Когда я получу письмо о выборе факультета? В этом письме вы еще указываете когда можно приехать и какие документы нужно принести. Многим моим поступившим друзьям это письмо уже пришло а мне нет.;; Здравствуйте! По данному вопросу рекомендуем обратиться в международный департамент МФТИ. (телефон: +7 498-713-91-70, e-mail: interadmission@phystech.edu) 
Бакалавриат;Доставка документов курьерской службой.;Здравствуйте. 2 вопроса по поводу доставки: 1. Принимаются ли пакеты документов, доставленные курьерской службой, или необходимо именно почтовое отправление? 2. курьерская служба делает опись вложения только БЕЗ ДОСМОТРА, достаточно ли такого, или доставленный таким образом пакет документов не будет принят?; Здравствуйте! 1. Да, принимаются. 2. Пакет документов будет принят. 
Бакалавриат;Собеседования;Здравствуйте. Где найти информацию о собеседованиях на конкретные Физтех-школы? Мне сказали, что время собеседования на приоритетную школу назначается, но я не могу найти эту информацию. И можно ли будет получить общежие на время проведения собеседований(из дома ехать 4ч) ; Здравствуйте! Расписание собеседований можно найти по ссылке: https://pk.mipt.ru/bachelor/2019_interview/ . При наличии свободных мест общежитие будет предоставлено. Ознакомиться с регламентом поселения абитуриентов в общежития МФТИ Вы можете по ссылке: https://pk.mipt.ru/news/Reglament_poseleniya_2019.pdf 
Бакалавриат;Списки поступивших;Добрый день. Во сколько публикуется список поступивших 27 июля 2019г; Здравствуйте! Согласно расписанию, списки зачисленных по БВИ, особой и целевой квотам будут опубликованы 29 июля в течении рабочего дня. 27 июля будет опубликован список всех лиц, участвующих в конкурсе. 
Бакалавриат;письмо;Здравствуйте, как часто вы забираете письма с почты?; Здравствуйте! Каждый день. 
Бакалавриат;Каков порядок предоставления общежития на время поступления;; Здравствуйте! Ознакомиться с регламентом поселения абитуриентов в общежития МФТИ Вы можете по ссылке: https://pk.mipt.ru/news/Reglament_poseleniya_2019.pdf 
Бакалавриат;Собеседование;Здравствуйте! Как мне назначить дату собеседования, если я подаю документы по почте?; Здравствуйте! По вопросам собеседований рекомендуется обратиться в соответствующие физтех-школы. (ссылка: https://pk.mipt.ru/schools/ ) 
Бакалавриат;По поводу кафедр;Можно ли поступить на кафедру с другого факультета но с одной физтех-школы,тоесть в каждой физтех школе несколько факультетов и от них кафедры,вот можно ли воспользоваться кафедрами которые пришли с другого факультета?; Здравствуйте! Вы можете подать заявление на любую доступную кафедру. 
Бакалавриат;Добрый день! Я подал заявление на поступление на контрактное и на бюджетное обучение ФАКТ МФ, присвоены номера Б03-0771, Б03-0772, но в списке по контракту меня нет. Почему?;; Здравствуйте! Вы есть в списках. Убедитесь, что Вы открыли полный список, отметив галочкой внизу страницы «Отобразить все заявления». 
Бакалавриат;Порядок зачисления в пределах одного направления;Здравствуйте! Моя дочь подала заявления на поступление в шесть конкурсных групп одного направления. Если после подачи согласия на зачисление окажется, что она не проходит по конкурсу в группу с первым приоритетом, её автоматически переведут в группу с более низким приоритетом или ей нужно изначально указывать в согласии группу, в которой она точно пройдёт по баллам?; Здравствуйте! Нужно изначально указывать в согласии группу, в которой точно уверены, что пройдете. При поступлении на бюджет после подачи согласия на зачисление есть возможность поменять согласие только один раз. Для контрактного обучения данного ограничения нет. 
Бакалавриат;О изменении приоритета;Можно ли изменить на сайте приоритет направлений подготовки?; Здравствуйте! Да, можно. Вы можете изменить приоритеты в личном кабинете, или написать нам на почту pk@mipt.ru , указав ФИО и желаемые приоритеты. 
Бакалавриат;О добавлении индивидуальных достижений;"Здравствуйте! При заполнении поля ""индивидуальные достижения"" (ИД.Б2.2) требуется указать номер диплома. Что делать, если в дипломе он не указан (есть только номер приказа)?"; Здравствуйте! В таком случае можете в поле «Номер» следует написать б/н (без номера). 
Бакалавриат;О изменении приоритета;Можно ли изменить на сайте приоритет направлений подготовки после проверки документов в приемной комиссии?; Здравствуйте! Да, можно. Вы можете изменить приоритеты в личном кабинете, или написать нам на почту pk@mipt.ru , указав ФИО и желаемые приоритеты. 
Бакалавриат;Проверка личных данных;"Здравствуйте. Подскажите пожалуйста, в личном кабинете появилась надпись ""В соответствии с замечаниями по результатам премодерации, открыт доступ для внесения изменений в анкету."", значит ли это что личные данные внесены не правильно?"; Здравствуйте! Если в Вашей анкете есть замечания модератора, их следует исправить либо прийти подавать документы лично и все замечания будут исправлены сотрудниками приемной комиссии. 
Бакалавриат;Собеседование;Здравствуйте! Скажите, когда будут известны дата/время собеседования (физтех-школы ФРКТ, ФЭФМ)?; Здравствуйте! Расписание собеседований можно найти по ссылке: https://pk.mipt.ru/bachelor/2019_interview/ 
Бакалавриат;Приоритеты ;Здравствуйте! Можно ли в уже добавленных заявлениях поменять приоритеты? ; Здравствуйте! Да, можно. Вы можете изменить приоритеты в личном кабинете, или написать нам на почту pk@mipt.ru , указав ФИО и желаемые приоритеты. 
Бакалавриат;Здравствуйте, хочу получить среднее специальное образование в сфере программирование после 11 класса. Возможно ли ?;; Здравствуйте! В МФТИ только высшее образование. 
Бакалавриат;Список поступающих;Добрый день. Почему меня нет в списке поступающих на ФАКТ?; Здравствуйте! Вы есть в списках. Убедитесь, что Вы открыли полный список, отметив галочкой внизу страницы «Отобразить все заявления». 
Бакалавриат;Индивидуальные достижения;Здравствуйте. Уже подала заявление в приемную комиссию, однако указала не все индивидуальные достижения. Можно ли их добавить или необходимо подавать документы заново?; Здравствуйте! Вы можете добавить индивидуальные достижения в личном кабинете, нажав на кнопку «добавить индивидуальные достижения». Нужно будет к добавленным достижениям приложить сканы подтверждающих документов, учесть эти ИД и подписанное новое заявление загрузить на сайт. 
Бакалавриат;Здравствуйте, во сколько ВУЗов можно одновременно подать согласие о зачислении? И сколько раз можно будет его забирать?;; Здравствуйте! Если Вы подаете на бюджет, то вместе с согласием на зачисление Вы должны подать оригинал документа об образовании. Следовательно на бюджет Вы можете подать согласие на зачисление только в один вуз. После подачи согласия, Вы можете только один раз перенести согласие. Для подачи согласия на зачисления на контрактное обучение, оригинал документа об образовании не требуется. Следовательно на контрактное обучение нет ограничений по подаче согласий на зачисление. 
Бакалавриат;О согласии родителя;"Здравствуйте. Заполнил заявление на поступление. Документы приеду подавать лично. Мне 17 лет. Где взять бланк ""согласие на обработку персональных данных от родителя"", чтобы подписали родители? Могу ли я один самостоятельно подать все документы?"; Здравствуйте! Согласие на обработку персональных данных для несовершеннолетних можно найти в личном кабинете или по ссылке: https://pk.mipt.ru/news/personal_data_agreement_p.pdf . Вы можете подать документы самостоятельно. 
Бакалавриат;Целевой набор;Как подать заявление на целевой набор в электронном виде? До этого я заполнила только одно заявление на бюджет.; Здравствуйте! Чтобы подать заявление на целевой набор необходимо приехать лично, так как при подаче на целевое нужно предъявить оригинал договора либо копию, заверенную заказчиком. 
Бакалавриат;Пара вопросов;1. Насколько необходимо собеседование? Я живу в Новосибирске, лететь в Москву на собеседование для меня слишком затратно. Я читал, что для поступающих с высокими баллами (290+) собеседование можно не проходить, шансы на поступление все равно стороцентные и можно отправлять оригинал почтой. У меня в сумме с ИД и олимпиадами выходит 296 баллов, поступать хочу на ФАКТ ФМ. Мой ли это случай? 2. Если лететь на собеседование все-таки надо, то как и с какой вероятностью можно получить общежитие?; Здравствуйте! 1) По поводу собеседований рекомендуем обращаться в соответствующую физтех-школу (контакт ФАКТ: +7(495)408-53-36). Вы можете попробовать договориться пройти собеседование дистанционно. 2) Общежитие предоставляется при наличии свободных мест. 
Бакалавриат;Поступление по БВИ и в общем конкурсе на другое направление;Здравствуйте. Разъясните пожалуйста механизм участия в конкурсе, если на одно направление подали заявление по БВИ, а на другое в общий конкурс. На направление по БВИ написали согласие и указали приоритет 1. По общему конкурсу указали приоритет 2. Правильно ли мы сделали и будет ли участвовать в конкурсе абитуриент, если у него приоритет в группе по общему конкурсу 2, а он уже прошел по БВИ на другое направление с выставленным приоритетом 1? Или нужно было приоритет писать наоборот? Можно ли отказ от согласия на направление по БВИ написать после опубликования результатов по другому направлению по общему конкурсу? Или для того, чтобы участвовать в конкурсе по другой группе не по БВИ нужно писать отказ от БВИ до 26 июля? Потеряется ли тогда возможность поступить по БВИ, если по общему конкурсу не пройдешь в другую группу?; Здравствуйте! Приоритет роли не играет. При подаче заявления БВИ Вы обязаны отдать оригинал аттестата и написать согласие на зачисление. БВИ зачисляются 29-го июля. Если Вы понимаете, что проходите на направление по общему конкурсу, Вы можете отказаться от Вашего заявления БВИ и написать согласие на общий конкурс. Изменить это решение уже будет невозможно, так как согласие на зачисление на бюджет пишется 2 раза. 
Бакалавриат;Индивидуальные достижения;Добрый день. Я успешно сдала предпрофессиональный экзамен, и могла бы претендовать на доп. баллы в индивидуальных достижениях, но у меня на руках нет справки, я знаю только результат, который пришел в школу. Поэтому самостоятельно добавить его в заявление я не могу. Обязательно ли нужна справка, если мои данные есть в базе? Можно ли сформировать заявление без него, а при личной подаче документов попросить, чтобы мой результат добавили из базы? Заранее спасибо.; Здравствуйте! Справка обязательна. Вы можете подать нам заявку на изготовление справки в 520 кабинете либо написать нам на почту pk@mipt.ru, указав ФИО и дату рождения. 
Бакалавриат;Что-то даёт при поступлении в МФТИ красный аттестат за 9 класс? ;; Здравствуйте! Нет, не даёт. 
Бакалавриат;Удаление созданных автоматически при заполнении анкеты индивидуальных достижений;"Пишет, что чтобы использовать результат Олимпиады ""Физтех"" как 100 баллов за ЕГЭ по предмету, нужно, чтобы его не было в списке индивидуальных достижений, но автоматически созданные при заполнении анкеты индивидуальные достижения нельзя удалить из списка."; Здравствуйте! Чтобы удалить индивидуальные достижения, нужно убрать с них галочки в заявлении в списке «Индивидуальные достижения» 
Бакалавриат;Разное.;1) Нужно ли нотариально заверят или вообще как либо заверять копию паспорта, если подаёшь документы почтовым оператором? 2) Медицинские справки нужны уже при подаче документов или только при заезде? 3) Есть ли смысл в отправке вместе с документами на поступление дипломов РСОШ 3 уровня, могут ли они как-то повлиять на размер стипендии? 4) Нужно ли заверять документы, подтверждающие ИД? 5) Как идёт распределение в факультете по трекам? Что будет, если на один трек подаст заявки БВИ больше человек, чем трек может принять? 6) Я прочитал, что для подачи документов почтовым оператором нужна опись вложение, а кто её должен состовлять: я или почтовый оператор. 7) Если я подаю документы почтой, то будут ли мне давать расписку и эзаменационный лист?; Здравствуйте! 1) Не нужно. 2) Только при заезде. 3) Присылать не требуется, мы всё сверяем в электронном виде. 4) Заверять не нужно. 5) Конкурс идет по конкурсным группам, а не по образовательным программам. 6) Либо Вы, либо оператор. 7) Нет, не будут. 
Бакалавриат;Как изменить информацию после блокировки?;; Здравствуйте! Если Вы ещё не отправили заявление, то мы можем разблокировать вашу анкету. Позвоните нам по телефону +7(495)408-48-00 или напишите нам на почту pk@mipt.ru 
Бакалавриат;Смена направления подготовки;Здравствуйте, хочу сменить направление подготовки с тех. физики на прикладную математику и физику, оставив при этом физтех-школу ФАКТ. В заявлении сам изменить не могу. Возможна ли замена, или придется заново заполнять анкету? Спасибо.; Здравствуйте! Вы можете изменить направления подготовки в личном кабинете в разделе «Заявления». 
Бакалавриат;Здравствуйте! Подскажите, пожалуйста, есть ли ограничения в каждой конкурсной группе по местам для абитуриентов с БВИ? Если просмотреть список подавших заявления на вашем сайте, то по некоторым конкурсным группам людей с БВИ уже более чем 40 человек, а о;; Здравствуйте! Есть ограничение по общему числу бюджетных мест в рамках каждой конкурсной группы, часть из них уходит под особую квоту, часть под целевую квоту, остальные - в общий конкурс. Если некоторые места в рамках особой и целевой квот будут невостребованы, то они перейдут в общий конкурс. Поступающие БВИ зачисляются на места общего конкурса. 
Бакалавриат;Подача документов несовершеннолетним;Добрый день, что необходимо сделать, чтобы приехать подавать документы в приемную комиссию без сопровождения родителей, если не достиг совершеннолетнего возраста?; Здравствуйте! Чтобы это сделать, Вам необходимо в личном кабинете скачать согласие на обработку персональных данных для несовершеннолетних, распечатать и дать подписать родителям. Затем нужно это согласие принести с собой при подаче документов. 
Бакалавриат;Перенос дня посещения приемной комиссии;Как мне можно перенести день посещения приемной комиссии?; Здравствуйте! Можете написать нам на почту pk@mipt.ru , указав ФИО и новую дату посещения приемной комиссии. 
Бакалавриат;Добрый вечер. Хотелось бы узнать с какими минимальными баллами можно поступить на платную форму обучения. Факультеты: Прикладная математика или информатика, Информатика и вычислительная техника ,Информационная безопасность и т.п. Заранее спасибо.;; Здравствуйте! Минимальные баллы для подачи документов в МФТИ должны быть следующие: русский и английский язык – 50 баллов, математика, физика, химия, информатике и ИКТ – 65 баллов. Проходные баллы на платные места определяются конкурсной ситуацией и уточнять их лучше через физтех-школу. 
Бакалавриат;индивидуальные достижения региональный этап;Добрый день. При попытке прикрепить результат регионального этапа в ИД, нужно ввести серию и номер диплома, а также когда и кем он выдан, но на дипломе ничего кроме регистрационного номера не указанно. Из-за этой проблемы не удается засчитать олимпиады.; Здравствуйте! Пришлите нам скан или фото на почту pk@mipt.ru, мы поможем разобраться. 
Бакалавриат;Общежитие;Здравствуйте, скажите, в каком общежитии будут проживать студенты ИНБИКСТа в этом году?; Здравствуйте! В этом году студенты первого курса ИНБИКСТ будут проживать в общежитии номер 8 (г. Долгопрудный, ул. Первомайская, д.30 к8). 
Бакалавриат;Срок обработки документов. ;Здравствуйте. Сколько обрабатываются документы, отправленные почтовым оператором? По заявлению оператора, документы пришли 01.07.2019. Когда я могу появиться в рейтинговых списках? Спасибо.; Здравствуйте! В ближайшее время Ваши документы обработают. Если все документы будут в порядке, то Вы появитесь в рейтинговых списках. 
Бакалавриат;Здравствуйте, я заблокировала личный кабинет и только сейчас заметила, что не написала, что нуждаюсь в общежитии в случае зачисления. Подскажите, пожалуйста, можно ли это исправить?;; Здравствуйте! Мы разблокируем Вашу анкету, чтобы Вы смогли внести изменения. 
Бакалавриат;Баллы за ЗФТШ;Добрый день, проучился в ЗФТШ один год, в одиннадцатом классе. Закончил только один предмет, физику, на отлично. Математику не брал. Сертификат прислали синий. Сколько баллов за это дадут? Какой диплом выбирать в пункте о ИД, синий или красный?; Здравствуйте! В соответствии с порядком учета индивидуальных достижений (ссылка: https://pk.mipt.ru/bachelor/2019_ID/ ) Вам может быть засчитано 6 баллов за индивидуальные достижения. Необходимо выбрать синий диплом. 
Бакалавриат;Здравствуйте! Я не могу приехать в указанную дату для подачи заявления, хотела бы изменить на 04.07.2019. Писала несколько раз на почту, ответа не получила. Что делать?;; Здравствуйте! Мы исправили Вам дату приезда в личном кабинете. 
Бакалавриат;Различие между факультетами одного раздела;Чем отличается факт сау от факт сау совместно с Ранхигс? Можно ли подавать новую заявку на конкурс факт сау, если уже участвуешь в конкурсе факт сау совместно с Ранхигс?; Здравствуйте! Конкурсную группу ФАКТ САУ в этом году убрали. 
Бакалавриат;Индивидуальные достижения;Какой тип документа указывать для зачётной классификационной книжки? Учитывается ли грамота победителя регионального этапа по информатике при поступлении по экзаменам русский, математика, физика?;" Здравствуйте! Для книжки выберите ""зачетная классификационная книжка спортсмена"". Региональный этап по информатике учитывается по всем конкурсным направлениям. "
Бакалавриат;Новая заявка ;Можно ли подавать новую заявку дополнительно к тем, что были поданы на сайте, а так же оформлены в стенах самого университета в приёмной комиссии, если новая заявка подаётся до окончания первой волны?; Здравствуйте! Да, можно. 
Бакалавриат;Новое заявление ;Здравствуйте. Можно ли подать заявку на ещё одно направление подготовки после того, как уже подал документы на другие направления в приёмной комиссии? Если да, то можно ли сделать это на сайте? Возможно ли сделать это в самой приемной комиссии?; Здравствуйте! Да, можно. Это можно сделать как на сайте, так и в самой приемной комиссии. Чтобы это сделать на сайте необходимо в личном кабинете в разделе «Заявления» нажать «Добавить новое заявление», затем распечатать его, подписать и загрузить сканированное заявление на сайт. В самой приемной комиссии необходимо обратиться в 526 кабинет, затем пройти по физтех-школам и в конце зайти в 532 кабинет для добавления нового заявления. 
Бакалавриат;Касательно документа соотечественника ;"Можно ли загрузить в графу ""документ соотечественника"" свидетельство о рождении родителя? Или требуется другой документ?"; Здравствуйте! В данную графу необходимо загрузить согласованное заявление на признание соотечественником. Чтобы его получить, необходимо обратиться в международный департамент МФТИ (контакты: +7 498-713-91-70, interadmission@phystech.edu) 
Бакалавриат;О заполнении заявления;Здравствуйте! Скажите, пожалуйста, что мне писать в графах: 1. Инд №... 2. Рег №... и Дата там же (там, где мои направления)? Спасибо!; Здравствуйте! Данные графы заполнять не требуется, их заполнит сотрудник приемной комиссии. 
Бакалавриат;Проходные баллы;Как можно узнать проходные баллы прошлых лет на платное обучение?; Здравствуйте! По данному вопросу рекомендуем обратиться в соответствующую физтех-школу. 
Бакалавриат;"Разрешите уточнить, при учёте индивидуальных достижений дипломантом в личном зачёте ВСИ ,,Победа"" является призёр всероссийского этапа или регионального?";"Разрешите уточнить, при учёте индивидуальных достижений дипломантом в личном зачёте ВСИ ,,Победа"" является призёр всероссийского этапа или регионального?"; Здравствуйте! И тот, и другой этапы учитываются. 
